"source","target"
"Downy Woodpecker","House Sparrow"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"House Finch","American Goldfinch"
"Downy Woodpecker","House Sparrow"
"European Starling","House Sparrow"
"Downy Woodpecker","House Sparrow"
"Downy Woodpecker","House Sparrow"
"Downy Woodpecker","House Sparrow"
"Downy Woodpecker","House Sparrow"
"European Starling","House Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"House Finch","American Goldfinch"
"Pileated Woodpecker","Downy Woodpecker"
"Northern Cardinal","House Finch"
"Northern Cardinal","White-throated Sparrow"
"House Finch","Lesser Goldfinch"
"House Sparrow","House Finch"
"House Sparrow","Lesser Goldfinch"
"American Goldfinch","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"House Finch","Yellow-rumped Warbler"
"House Finch","Northern Cardinal"
"Northern Cardinal","Bewick's Wren"
"Tufted Titmouse","American Goldfinch"
"American Goldfinch","Tufted Titmouse"
"Hairy Woodpecker","Downy Woodpecker"
"White-breasted Nuthatch","Dark-eyed Junco"
"Hairy Woodpecker","House Sparrow"
"Northern Mockingbird","House Finch"
"Tufted Titmouse","White-breasted Nuthatch"
"Northern Mockingbird","Red-winged Blackbird"
"House Finch","Lesser Goldfinch"
"House Sparrow","House Finch"
"House Sparrow","Lesser Goldfinch"
"White-throated Sparrow","American Goldfinch"
"Northern Cardinal","Downy Woodpecker"
"European Starling","Mourning Dove"
"European Starling","Downy Woodpecker"
"Common Grackle","Red-winged Blackbird"
"Common Grackle","European Starling"
"Common Grackle","House Sparrow"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","House Sparrow"
"Red-winged Blackbird","House Sparrow"
"Black-capped Chickadee","American Goldfinch"
"American Goldfinch","House Finch"
"Pine Siskin","Common Redpoll"
"Northern Cardinal","American Goldfinch"
"Red-winged Blackbird","Northern Cardinal"
"Red-winged Blackbird","American Goldfinch"
"Wild Turkey","Mourning Dove"
"Blue Jay","Northern Cardinal"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Mourning Dove","House Sparrow"
"Mourning Dove","Northern Cardinal"
"Northern Cardinal","House Finch"
"Hairy Woodpecker","Downy Woodpecker"
"House Finch","Song Sparrow"
"Brown-headed Cowbird","House Finch"
"Downy Woodpecker","House Finch"
"Downy Woodpecker","House Sparrow"
"Red-bellied Woodpecker","House Sparrow"
"European Starling","Red-bellied Woodpecker"
"European Starling","Northern Flicker"
"Mallard","Wood Duck"
"Blue Jay","Downy Woodpecker"
"Steller's Jay","Varied Thrush"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Cardinal","House Finch"
"Blue Jay","Black-capped Chickadee"
"Blue Jay","Black-capped Chickadee"
"Red-bellied Woodpecker","Tufted Titmouse"
"Northern Cardinal","White-throated Sparrow"
"Northern Cardinal","Tufted Titmouse"
"Red-winged Blackbird","Song Sparrow"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Blue Jay","Northern Cardinal"
"White-crowned Sparrow","Golden-crowned Sparrow"
"Northern Mockingbird","Red-bellied Woodpecker"
"Northern Mockingbird","Downy Woodpecker"
"House Sparrow","Northern Cardinal"
"Song Sparrow","Dark-eyed Junco"
"Blue Jay","Northern Cardinal"
"Northern Cardinal","House Finch"
"Blue Jay","House Finch"
"Northern Flicker","Dark-eyed Junco"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Pileated Woodpecker","American Goldfinch"
"Rock Pigeon","Eurasian Collared-Dove"
"Brewer's Blackbird","White-crowned Sparrow"
"European Starling","Red-bellied Woodpecker"
"White-throated Sparrow","Dark-eyed Junco"
"Eastern Bluebird","American Goldfinch"
"Northern Flicker","Downy Woodpecker"
"House Finch","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Northern Flicker","Bushtit"
"Pileated Woodpecker","Hairy Woodpecker"
"House Sparrow","Red-breasted Nuthatch"
"Red-bellied Woodpecker","Tufted Titmouse"
"American Robin","European Starling"
"Dark-eyed Junco","Chestnut-backed Chickadee"
"Curve-billed Thrasher","Gambel's Quail"
"House Finch","American Goldfinch"
"American Goldfinch","Carolina Chickadee"
"Northern Cardinal","House Finch"
"Pileated Woodpecker","Red-bellied Woodpecker"
"House Finch","Dark-eyed Junco"
"Mourning Dove","California Towhee"
"Blue Jay","Downy Woodpecker"
"Blue Jay","Hairy Woodpecker"
"Hairy Woodpecker","Blue Jay"
"Hairy Woodpecker","Blue Jay"
"Hairy Woodpecker","Evening Grosbeak"
"Hairy Woodpecker","Downy Woodpecker"
"Evening Grosbeak","Pine Grosbeak"
"Black-billed Magpie","Blue Jay"
"Blue Jay","Pine Grosbeak"
"Downy Woodpecker","Black-capped Chickadee"
"Hairy Woodpecker","Downy Woodpecker"
"Black-billed Magpie","Blue Jay"
"Blue Jay","Downy Woodpecker"
"Pine Grosbeak","Common Redpoll"
"Hairy Woodpecker","Downy Woodpecker"
"Blue Jay","American Goldfinch"
"Black-capped Chickadee","Common Redpoll"
"Downy Woodpecker","Tufted Titmouse"
"Northern Cardinal","American Goldfinch"
"Downy Woodpecker","Northern Cardinal"
"Northern Cardinal","Tufted Titmouse"
"House Finch","Tufted Titmouse"
"House Finch","American Goldfinch"
"House Sparrow","House Finch"
"Northern Mockingbird","House Sparrow"
"Northern Cardinal","House Sparrow"
"Red-bellied Woodpecker","Blue Jay"
"Northern Mockingbird","Northern Cardinal"
"Northern Mockingbird","Blue Jay"
"Northern Mockingbird","Mourning Dove"
"Northern Mockingbird","Northern Cardinal"
"Northern Mockingbird","Mourning Dove"
"Blue Jay","Northern Cardinal"
"Northern Cardinal","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Northern Mockingbird","Northern Cardinal"
"House Sparrow","American Goldfinch"
"House Finch","American Goldfinch"
"House Finch","American Goldfinch"
"White-breasted Nuthatch","Red-breasted Nuthatch"
"Red-bellied Woodpecker","American Goldfinch"
"White-breasted Nuthatch","American Goldfinch"
"American Goldfinch","White-breasted Nuthatch"
"White-breasted Nuthatch","American Goldfinch"
"Black-capped Chickadee","Northern Cardinal"
"White-winged Dove","Dark-eyed Junco"
"White-breasted Nuthatch","American Goldfinch"
"Fox Sparrow","Dark-eyed Junco"
"Rock Pigeon","Spotted Towhee"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Dark-eyed Junco","American Robin"
"Dark-eyed Junco","American Robin"
"Dark-eyed Junco","American Robin"
"Dark-eyed Junco","Golden-crowned Sparrow"
"Dark-eyed Junco","White-throated Sparrow"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Varied Thrush","Dark-eyed Junco"
"Varied Thrush","Dark-eyed Junco"
"Varied Thrush","Dark-eyed Junco"
"Red-bellied Woodpecker","Northern Cardinal"
"Red-bellied Woodpecker","Downy Woodpecker"
"Mourning Dove","Northern Cardinal"
"Mourning Dove","Northern Cardinal"
"Downy Woodpecker","House Sparrow"
"Blue Jay","American Goldfinch"
"Common Grackle","Blue Jay"
"House Sparrow","White-crowned Sparrow"
"Song Sparrow","Golden-crowned Sparrow"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Black-billed Magpie","Northern Flicker"
"Woodhouse's Scrub-Jay","Blue Jay"
"Pileated Woodpecker","Northern Flicker"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Flicker","Hairy Woodpecker"
"Black-billed Magpie","House Sparrow"
"House Sparrow","Downy Woodpecker"
"Dark-eyed Junco","House Finch"
"Red-winged Blackbird","Northern Cardinal"
"House Finch","Red-winged Blackbird"
"Green Jay","American Goldfinch"
"European Starling","Red-bellied Woodpecker"
"Curve-billed Thrasher","Mourning Dove"
"Great-tailed Grackle","House Sparrow"
"Northern Shrike","Hairy Woodpecker"
"Purple Finch","Black-capped Chickadee"
"Purple Finch","Black-capped Chickadee"
"White-breasted Nuthatch","American Goldfinch"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"Downy Woodpecker","Black-capped Chickadee"
"Red-bellied Woodpecker","Blue Jay"
"Red-winged Blackbird","Black-capped Chickadee"
"Red-winged Blackbird","Northern Cardinal"
"Red-winged Blackbird","American Goldfinch"
"White-breasted Nuthatch","Black-capped Chickadee"
"Downy Woodpecker","Red-breasted Nuthatch"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Red-breasted Nuthatch","Song Sparrow"
"Downy Woodpecker","Black-capped Chickadee"
"Spotted Towhee","Bewick's Wren"
"Dark-eyed Junco","Black-capped Chickadee"
"American Robin","Dark-eyed Junco"
"Eastern Bluebird","Tufted Titmouse"
"Tufted Titmouse","Dark-eyed Junco"
"House Finch","American Goldfinch"
"Woodhouse's Scrub-Jay","House Finch"
"Woodhouse's Scrub-Jay","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Northern Cardinal","Black-capped Chickadee"
"Song Sparrow","Black-capped Chickadee"
"Fox Sparrow","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Fox Sparrow","Spotted Towhee"
"Song Sparrow","House Sparrow"
"White-breasted Nuthatch","Black-capped Chickadee"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Eastern Bluebird","Pine Warbler"
"American Robin","Pine Warbler"
"Baltimore Oriole","Eastern Bluebird"
"Yellow-bellied Sapsucker","Yellow-rumped Warbler"
"Yellow-rumped Warbler","Pine Warbler"
"Baltimore Oriole","Yellow-rumped Warbler"
"American Robin","Eastern Bluebird"
"Steller's Jay","Spotted Towhee"
"Dark-eyed Junco","Mountain Chickadee"
"White-breasted Nuthatch","Dark-eyed Junco"
"European Starling","Hairy Woodpecker"
"Dark-eyed Junco","American Goldfinch"
"Eastern Bluebird","Red-winged Blackbird"
"European Starling","Downy Woodpecker"
"House Finch","American Goldfinch"
"American Goldfinch","House Finch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Blue Jay"
"Downy Woodpecker","Red-breasted Nuthatch"
"Red-winged Blackbird","House Finch"
"Red-winged Blackbird","Downy Woodpecker"
"Blue Jay","House Finch"
"Northern Flicker","Red-bellied Woodpecker"
"Northern Flicker","Red-bellied Woodpecker"
"Red-bellied Woodpecker","Blue Jay"
"Red-bellied Woodpecker","Northern Cardinal"
"Yellow-rumped Warbler","Tufted Titmouse"
"Blue Jay","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Hairy Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","Yellow-rumped Warbler"
"Red-bellied Woodpecker","Downy Woodpecker"
"Northern Cardinal","American Goldfinch"
"Red-bellied Woodpecker","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Downy Woodpecker","White-breasted Nuthatch"
"Red-bellied Woodpecker","House Finch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Northern Cardinal","White-breasted Nuthatch"
"Northern Cardinal","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Red-bellied Woodpecker","American Goldfinch"
"Downy Woodpecker","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"Red-bellied Woodpecker","Northern Cardinal"
"Northern Cardinal","Lesser Goldfinch"
"Northern Cardinal","House Sparrow"
"Downy Woodpecker","House Sparrow"
"Northern Cardinal","American Goldfinch"
"Downy Woodpecker","Red-breasted Nuthatch"
"Tufted Titmouse","Red-breasted Nuthatch"
"Red-bellied Woodpecker","House Sparrow"
"California Scrub-Jay","House Finch"
"American Crow","White-crowned Sparrow"
"Red-bellied Woodpecker","Blue Jay"
"Dark-eyed Junco","Tufted Titmouse"
"Northern Cardinal","Dark-eyed Junco"
"White-breasted Nuthatch","Black-capped Chickadee"
"White-breasted Nuthatch","Pine Siskin"
"Red-bellied Woodpecker","Hairy Woodpecker"
"Red-bellied Woodpecker","House Finch"
"Red-bellied Woodpecker","White-throated Sparrow"
"Northern Cardinal","American Goldfinch"
"European Starling","Hairy Woodpecker"
"Northern Cardinal","House Finch"
"Northern Flicker","Blue Jay"
"Northern Flicker","European Starling"
"Northern Flicker","Eastern Bluebird"
"European Starling","Northern Flicker"
"Eastern Bluebird","Downy Woodpecker"
"Northern Flicker","Downy Woodpecker"
"Purple Finch","White-throated Sparrow"
"Red-bellied Woodpecker","Downy Woodpecker"
"Ruffed Grouse","Mourning Dove"
"House Sparrow","American Goldfinch"
"House Sparrow","House Finch"
"American Crow","California Scrub-Jay"
"California Scrub-Jay","Black-capped Chickadee"
"Yellow-rumped Warbler","Black-capped Chickadee"
"Bushtit","American Goldfinch"
"European Starling","American Goldfinch"
"Northern Flicker","California Scrub-Jay"
"House Finch","American Goldfinch"
"Northern Mockingbird","European Starling"
"House Finch","American Goldfinch"
"House Sparrow","House Finch"
"Northern Mockingbird","Common Grackle"
"Northern Mockingbird","European Starling"
"Common Grackle","House Finch"
"White-crowned Sparrow","House Finch"
"White-throated Sparrow","House Finch"
"Song Sparrow","House Finch"
"Northern Cardinal","House Finch"
"Common Grackle","House Finch"
"Common Grackle","Northern Cardinal"
"Blue Jay","Common Grackle"
"House Finch","Carolina Wren"
"House Sparrow","House Finch"
"Common Grackle","House Finch"
"House Finch","American Goldfinch"
"White-breasted Nuthatch","Tufted Titmouse"
"White-breasted Nuthatch","Black-capped Chickadee"
"Red-bellied Woodpecker","Blue Jay"
"Common Grackle","Blue Jay"
"Red-bellied Woodpecker","Northern Flicker"
"Purple Finch","American Goldfinch"
"Northern Flicker","European Starling"
"Song Sparrow","Dark-eyed Junco"
"American Goldfinch","White-breasted Nuthatch"
"House Sparrow","White-throated Sparrow"
"White-breasted Nuthatch","House Finch"
"House Sparrow","White-breasted Nuthatch"
"House Sparrow","American Goldfinch"
"Northern Cardinal","White-throated Sparrow"
"White-breasted Nuthatch","House Finch"
"Red-bellied Woodpecker","House Sparrow"
"American Robin","House Sparrow"
"Pine Siskin","American Goldfinch"
"European Starling","Northern Flicker"
"California Scrub-Jay","Eurasian Collared-Dove"
"Varied Thrush","Spotted Towhee"
"Northern Cardinal","American Goldfinch"
"Red-winged Blackbird","American Goldfinch"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","Black-capped Chickadee"
"Dark-eyed Junco","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","Dark-eyed Junco"
"Tufted Titmouse","American Goldfinch"
"Tufted Titmouse","American Goldfinch"
"White-breasted Nuthatch","Carolina Wren"
"Red-winged Blackbird","Red-bellied Woodpecker"
"Tufted Titmouse","White-breasted Nuthatch"
"European Starling","Red-winged Blackbird"
"European Starling","House Sparrow"
"Tufted Titmouse","White-breasted Nuthatch"
"Song Sparrow","Dark-eyed Junco"
"Song Sparrow","House Sparrow"
"White-breasted Nuthatch","House Finch"
"Tufted Titmouse","Black-capped Chickadee"
"Northern Cardinal","White-breasted Nuthatch"
"Red-bellied Woodpecker","White-breasted Nuthatch"
"Blue Jay","Northern Cardinal"
"California Towhee","Spotted Towhee"
"California Quail","Dark-eyed Junco"
"American Goldfinch","Pine Siskin"
"Pine Siskin","American Goldfinch"
"House Finch","American Goldfinch"
"Black-billed Magpie","Hairy Woodpecker"
"House Finch","Lesser Goldfinch"
"House Finch","Lesser Goldfinch"
"House Finch","Lesser Goldfinch"
"House Finch","Lesser Goldfinch"
"Black-billed Magpie","Northern Flicker"
"American Robin","Eurasian Collared-Dove"
"Woodhouse's Scrub-Jay","House Sparrow"
"White-breasted Nuthatch","Tufted Titmouse"
"Northern Mockingbird","White-breasted Nuthatch"
"Red-bellied Woodpecker","Tufted Titmouse"
"Downy Woodpecker","Tufted Titmouse"
"Downy Woodpecker","Carolina Wren"
"Northern Cardinal","Tufted Titmouse"
"Northern Cardinal","White-throated Sparrow"
"Yellow-rumped Warbler","Tufted Titmouse"
"American Goldfinch","American Tree Sparrow"
"Brown Thrasher","Blue Jay"
"Blue Jay","House Finch"
"Blue Jay","American Goldfinch"
"Northern Cardinal","American Goldfinch"
"House Finch","Carolina Wren"
"Northern Cardinal","Dark-eyed Junco"
"Northern Mockingbird","House Sparrow"
"Blue Jay","Northern Cardinal"
"European Starling","House Sparrow"
"Northern Cardinal","House Sparrow"
"Northern Mockingbird","White-throated Sparrow"
"Blue Jay","House Sparrow"
"Eurasian Collared-Dove","White-winged Dove"
"Common Grackle","House Finch"
"Song Sparrow","Dark-eyed Junco"
"House Finch","Lesser Goldfinch"
"California Scrub-Jay","Dark-eyed Junco"
"European Starling","Northern Flicker"
"European Starling","Tufted Titmouse"
"European Starling","Tufted Titmouse"
"European Starling","Mourning Dove"
"European Starling","Mourning Dove"
"White-breasted Nuthatch","American Goldfinch"
"European Starling","Northern Cardinal"
"European Starling","Northern Cardinal"
"Common Grackle","Downy Woodpecker"
"European Starling","American Robin"
"Blue Jay","Red-bellied Woodpecker"
"American Crow","Yellow-bellied Sapsucker"
"Baltimore Oriole","Yellow-rumped Warbler"
"Red-bellied Woodpecker","Yellow-rumped Warbler"
"Red-bellied Woodpecker","Mourning Dove"
"Northern Cardinal","White-breasted Nuthatch"
"American Tree Sparrow","White-breasted Nuthatch"
"Dark-eyed Junco","American Tree Sparrow"
"European Starling","Eastern Bluebird"
"Brown-headed Nuthatch","Carolina Chickadee"
"Red-bellied Woodpecker","Northern Cardinal"
"Downy Woodpecker","House Sparrow"
"European Starling","Hairy Woodpecker"
"Hairy Woodpecker","Downy Woodpecker"
"European Starling","Downy Woodpecker"
"American Robin","American Goldfinch"
"Eurasian Collared-Dove","House Sparrow"
"Downy Woodpecker","American Goldfinch"
"European Starling","American Robin"
"Common Grackle","Northern Cardinal"
"Downy Woodpecker","Northern Cardinal"
"Spotted Towhee","Black-capped Chickadee"
"House Sparrow","House Finch"
"Tufted Titmouse","Pine Warbler"
"Northern Cardinal","House Finch"
"Pileated Woodpecker","Red-bellied Woodpecker"
"European Starling","Carolina Chickadee"
"Tufted Titmouse","Dark-eyed Junco"
"Dark-eyed Junco","American Goldfinch"
"Eastern Bluebird","Downy Woodpecker"
"House Finch","Tufted Titmouse"
"Eastern Bluebird","House Finch"
"Downy Woodpecker","Eastern Bluebird"
"European Starling","Downy Woodpecker"
"European Starling","House Finch"
"European Starling","Black-capped Chickadee"
"House Sparrow","Song Sparrow"
"Rock Pigeon","Dark-eyed Junco"
"White-crowned Sparrow","Dark-eyed Junco"
"White-throated Sparrow","House Sparrow"
"House Sparrow","White-crowned Sparrow"
"House Finch","Golden-crowned Sparrow"
"Golden-crowned Sparrow","House Sparrow"
"Northwestern Crow","Rock Pigeon"
"Northwestern Crow","Rock Pigeon"
"Northwestern Crow","Rock Pigeon"
"Northwestern Crow","Rock Pigeon"
"White-throated Sparrow","Dark-eyed Junco"
"White-throated Sparrow","Dark-eyed Junco"
"White-throated Sparrow","Dark-eyed Junco"
"Rock Pigeon","Golden-crowned Sparrow"
"Fox Sparrow","Dark-eyed Junco"
"Fox Sparrow","Dark-eyed Junco"
"Varied Thrush","House Finch"
"Varied Thrush","House Sparrow"
"Song Sparrow","Dark-eyed Junco"
"Varied Thrush","Dark-eyed Junco"
"Varied Thrush","Dark-eyed Junco"
"Spotted Towhee","Dark-eyed Junco"
"Dark-eyed Junco","European Starling"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"European Starling","House Finch"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"House Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Red-winged Blackbird","White-breasted Nuthatch"
"American Goldfinch","Dark-eyed Junco"
"American Goldfinch","House Finch"
"Anna's Hummingbird","Chestnut-backed Chickadee"
"House Sparrow","Downy Woodpecker"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","House Sparrow"
"Red-breasted Nuthatch","Black-capped Chickadee"
"Downy Woodpecker","American Robin"
"American Goldfinch","House Finch"
"Tufted Titmouse","House Finch"
"Mourning Dove","American Goldfinch"
"Yellow-rumped Warbler","American Goldfinch"
"American Goldfinch","House Finch"
"Pileated Woodpecker","Northern Flicker"
"Northern Flicker","Hairy Woodpecker"
"Pileated Woodpecker","Song Sparrow"
"Hairy Woodpecker","Downy Woodpecker"
"Northern Mockingbird","American Robin"
"Northern Mockingbird","European Starling"
"Red-bellied Woodpecker","Downy Woodpecker"
"European Starling","Northern Mockingbird"
"House Finch","Black-capped Chickadee"
"Eastern Bluebird","White-breasted Nuthatch"
"Tufted Titmouse","Black-capped Chickadee"
"Tufted Titmouse","Black-capped Chickadee"
"House Finch","American Goldfinch"
"Northern Cardinal","Tufted Titmouse"
"American Goldfinch","House Finch"
"Golden-crowned Sparrow","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"Northern Cardinal","House Finch"
"Red-bellied Woodpecker","Red-winged Blackbird"
"Pine Siskin","Pine Grosbeak"
"Eastern Bluebird","Hermit Thrush"
"Downy Woodpecker","Song Sparrow"
"Tufted Titmouse","American Goldfinch"
"Hairy Woodpecker","White-breasted Nuthatch"
"Hairy Woodpecker","Black-capped Chickadee"
"House Sparrow","Carolina Wren"
"Common Raven","Dark-eyed Junco"
"Downy Woodpecker","Black-capped Chickadee"
"Common Grackle","European Starling"
"White-breasted Nuthatch","Dark-eyed Junco"
"Downy Woodpecker","White-breasted Nuthatch"
"White-breasted Nuthatch","Dark-eyed Junco"
"Red-bellied Woodpecker","Downy Woodpecker"
"Blue Jay","Dark-eyed Junco"
"Blue Jay","Red-breasted Nuthatch"
"Blue Jay","Downy Woodpecker"
"Black-capped Chickadee","House Sparrow"
"Red-winged Blackbird","Northern Cardinal"
"Red-bellied Woodpecker","Northern Cardinal"
"Yellow-rumped Warbler","Orange-crowned Warbler"
"Carolina Wren","White-breasted Nuthatch"
"Downy Woodpecker","White-breasted Nuthatch"
"Dark-eyed Junco","Black-capped Chickadee"
"Spotted Towhee","Song Sparrow"
"Common Redpoll","Black-capped Chickadee"
"American Goldfinch","Dark-eyed Junco"
"Downy Woodpecker","White-breasted Nuthatch"
"Northern Cardinal","Dark-eyed Junco"
"Gambel's Quail","White-crowned Sparrow"
"Blue Jay","Carolina Chickadee"
"Common Grackle","White-throated Sparrow"
"Common Grackle","European Starling"
"Common Grackle","House Finch"
"Common Grackle","Tufted Titmouse"
"Common Grackle","Dark-eyed Junco"
"Common Grackle","Mourning Dove"
"European Starling","Blue Jay"
"Northern Cardinal","House Sparrow"
"European Starling","American Goldfinch"
"House Finch","American Goldfinch"
"American Crow","European Starling"
"Tufted Titmouse","Dark-eyed Junco"
"Northern Cardinal","American Goldfinch"
"Purple Finch","Black-capped Chickadee"
"Purple Finch","Tufted Titmouse"
"European Starling","Downy Woodpecker"
"Red-bellied Woodpecker","European Starling"
"European Starling","Tufted Titmouse"
"Pine Siskin","American Goldfinch"
"White-breasted Nuthatch","American Goldfinch"
"White-breasted Nuthatch","Black-capped Chickadee"
"White-breasted Nuthatch","Pine Siskin"
"Red-winged Blackbird","Red-breasted Nuthatch"
"Northern Cardinal","Blue Jay"
"Red-winged Blackbird","House Finch"
"Blue Jay","House Finch"
"European Starling","Northern Flicker"
"Blue Jay","European Starling"
"Northern Cardinal","House Finch"
"Northern Cardinal","American Goldfinch"
"House Finch","American Goldfinch"
"House Finch","Purple Finch"
"European Starling","Carolina Wren"
"American Goldfinch","Purple Finch"
"Red-bellied Woodpecker","Northern Cardinal"
"Black-billed Magpie","Northern Flicker"
"Common Grackle","Northern Cardinal"
"Red-winged Blackbird","Northern Cardinal"
"Red-winged Blackbird","American Goldfinch"
"Song Sparrow","White-throated Sparrow"
"Eastern Towhee","House Sparrow"
"Spotted Towhee","Dark-eyed Junco"
"Red-breasted Nuthatch","Chestnut-backed Chickadee"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","Bushtit"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Dark-eyed Junco","House Finch"
"Song Sparrow","Dark-eyed Junco"
"Hairy Woodpecker","Downy Woodpecker"
"Red-bellied Woodpecker","Downy Woodpecker"
"European Starling","Northern Flicker"
"California Scrub-Jay","European Starling"
"California Scrub-Jay","Steller's Jay"
"California Scrub-Jay","Steller's Jay"
"Yellow-bellied Sapsucker","Downy Woodpecker"
"Pine Siskin","Dark-eyed Junco"
"Northern Cardinal","House Finch"
"House Finch","Northern Cardinal"
"Blue Jay","American Tree Sparrow"
"Northern Mockingbird","Northern Cardinal"
"Red-bellied Woodpecker","Northern Cardinal"
"Field Sparrow","Chipping Sparrow"
"Blue Jay","Mourning Dove"
"Pileated Woodpecker","Downy Woodpecker"
"Song Sparrow","House Sparrow"
"Wild Turkey","American Crow"
"Dark-eyed Junco","American Goldfinch"
"American Goldfinch","House Finch"
"House Finch","Purple Finch"
"Northern Flicker","Downy Woodpecker"
"Red-bellied Woodpecker","European Starling"
"House Finch","American Goldfinch"
"White-throated Sparrow","House Finch"
"Eastern Towhee","American Goldfinch"
"Blue Jay","Gray Catbird"
"Blue Jay","House Finch"
"European Starling","House Finch"
"European Starling","Eastern Towhee"
"House Finch","American Goldfinch"
"House Finch","Chipping Sparrow"
"House Finch","Carolina Chickadee"
"White-breasted Nuthatch","American Goldfinch"
"House Finch","Brown-headed Nuthatch"
"Tufted Titmouse","American Goldfinch"
"Blue Jay","Mourning Dove"
"White-throated Sparrow","Dark-eyed Junco"
"Tufted Titmouse","American Goldfinch"
"White-breasted Nuthatch","American Goldfinch"
"Pine Siskin","American Goldfinch"
"White-breasted Nuthatch","Tufted Titmouse"
